nmfat,dtfat,idcli,npais,quant,valor,,,,Média dos Valores:,408.22
C561232,11/29/2021 15:39:00,14349,United Kingdom,86,133.5,,,,,
C561233,7/11/2021 13:56,14623,United Kingdom,131,162.34,,,,,
C561234,3/3/2021 11:43,12565,Saudi Arabia,-5,-14.75,,,,,
C561237,3/18/2021 13:20:00,16684,United Kingdom,144,152.64,,,,,
C561238,10/21/2021 10:19:00,18241,United Kingdom,20,54.6,,,,,
C561319,10/31/2021 11:10:00,13994,United Kingdom,224,608.3,,,,,
C561328,8/6/2021 14:35,12748,United Kingdom,150,269.9,,,,,
C561370,8/22/2021 15:00:00,16184,United Kingdom,-1,-3.25,,,,,
C561379,4/8/2021 17:23,13767,United Kingdom,136,423.84,,,,,
C561380,4/28/2021 13:33:00,16227,United Kingdom,90,314.22,,,,,
C561464,9/15/2021 12:04:00,13662,United Kingdom,180,364.82,,,,,
C561469,8/12/2021 19:26,13599,United Kingdom,-22,-25.68,,,,,
C561510,12/8/2021 14:12,16011,United Kingdom,129,208.39,,,,,
C561586,1/6/2021 15:39,12909,United Kingdom,-3,-14.85,,,,,
C561587,4/26/2021 12:47:00,15738,United Kingdom,130,291.9,,,,,
C561588,9/21/2021 15:22:00,,United Kingdom,290,1121.46,,,,,
C561589,11/22/2021 10:59:00,14534,United Kingdom,-6,-30.7,,,,,
C561590,11/27/2021 11:15:00,14859,United Kingdom,186,388.42,,,,,
C561591,9/5/2021 13:27,16839,United Kingdom,351,667.61,,,,,
C561594,9/21/2021 12:55:00,13627,United Kingdom,235,307.18,,,,,
C561596,7/4/2021 13:18,13854,United Kingdom,82,429.9,,,,,
C561598,7/3/2021 13:08,15290,United Kingdom,-36,-45,,,,,
C561604,7/18/2021 14:24:00,16717,United Kingdom,-287,-530.47,,,,,
C561606,3/17/2021 13:34:00,12845,United Kingdom,35,73.5,,,,,
C561612,8/25/2021 13:46:00,14050,United Kingdom,447,485.98,,,,,
C561613,4/15/2021 9:27:00,13952,United Kingdom,886,2042.76,,,,,
C561619,5/19/2021 14:05:00,,United Kingdom,-1,-10.76,,,,,
C561620,9/6/2021 15:27,17961,United Kingdom,11,26.36,,,,,
C561622,10/4/2021 15:07,13632,United Kingdom,98,261.58,,,,,
C561623,9/15/2021 13:54:00,17434,United Kingdom,192,499.56,,,,,
C561628,9/3/2021 12:21,14527,United Kingdom,-1,-9.87,,,,,
C561649,4/14/2021 14:54:00,14198,United Kingdom,104,183.3,,,,,
C561682,11/30/2021 12:36:00,14673,United Kingdom,135,302.33,,,,,
C561684,11/7/2021 14:10,13224,United Kingdom,665,1212.26,,,,,
C561703,7/10/2021 9:19,14792,United Kingdom,2,6.2,,,,,
C561725,7/25/2021 10:19:00,17040,United Kingdom,181,449.73,,,,,
C561793,11/20/2021 14:05:00,18127,United Kingdom,51,23.79,,,,,
C561810,8/3/2021 15:07,16712,United Kingdom,155,370.77,,,,,
C561886,11/14/2021 13:47:00,16639,United Kingdom,-7,-88.13,,,,,
C561966,2/15/2021 14:17:00,12616,France,98,255.6,,,,,
C562016,8/18/2021 6:25:00,13047,United Kingdom,-3,-3.75,,,,,
C562022,2/15/2021 12:40:00,16700,United Kingdom,266,433,,,,,
C562030,12/20/2020 11:41:00,16422,United Kingdom,336,339.72,,,,,
C562041,7/3/2021 15:40,15974,United Kingdom,45,147.95,,,,,
C562051,9/23/2021 11:25:00,,United Kingdom,6,9.93,,,,,
C562062,9/11/2021 10:14,13018,United Kingdom,270,359.7,,,,,
C562086,6/28/2021 15:30:00,13631,United Kingdom,96,510.72,,,,,
C562097,10/18/2021 15:06:00,14639,United Kingdom,10,47.1,,,,,
C562110,6/27/2021 17:27:00,18198,United Kingdom,-15,-24.75,,,,,
C562116,4/4/2021 9:08,12678,France,1,134,,,,,
C562117,9/12/2020 14:08,16795,United Kingdom,239,414.88,,,,,
C562118,3/18/2021 8:31:00,15695,United Kingdom,197,359.73,,,,,
C562119,7/14/2021 12:12:00,12619,Germany,781,688,,,,,
C562121,5/16/2021 14:30:00,15044,United Kingdom,109,474.85,,,,,
C562122,9/30/2021 13:06:00,12694,France,186,430.17,,,,,
C562124,4/12/2021 11:50,17618,United Kingdom,84,304.8,,,,,
C562126,7/10/2021 12:49,13419,United Kingdom,275,221.06,,,,,
C562139,6/30/2021 9:56:00,16570,United Kingdom,24,13.2,,,,,
C562142,9/12/2020 12:49,14440,United Kingdom,150,656.7,,,,,
C562144,9/12/2020 13:47,15271,United Kingdom,78,111.75,,,,,
C562149,1/17/2021 16:20:00,14292,United Kingdom,-3,-12.15,,,,,
C562151,10/3/2021 9:41,16471,United Kingdom,141,223.95,,,,,
C562154,11/1/2021 11:22,16875,United Kingdom,-14,-41.85,,,,,
C562159,2/28/2021 9:26:00,14036,United Kingdom,268,626.65,,,,,
C562160,9/27/2021 14:07:00,15061,United Kingdom,717,1668.84,,,,,
C562185,2/11/2021 14:35,17434,United Kingdom,214,313.74,,,,,
C562188,12/5/2021 12:53,12748,United Kingdom,480,474.6,,,,,
C562206,6/28/2021 15:15:00,16029,United Kingdom,144,530.4,,,,,
C562221,5/31/2021 15:30:00,15241,United Kingdom,294,368.1,,,,,
C562223,4/27/2021 11:12:00,14606,United Kingdom,77,114.84,,,,,
C562267,5/10/2021 8:53,14936,Channel Islands,366,622.84,,,,,
C562280,7/12/2021 9:24,13014,United Kingdom,-2,-11.2,,,,,
C562281,9/11/2021 13:48,17857,United Kingdom,2400,2640,,,,,
C562367,5/6/2021 12:12,14682,United Kingdom,48,31.2,,,,,
C562375,10/8/2021 11:41,17994,United Kingdom,127,120.71,,,,,
C562423,5/17/2021 16:23:00,17702,United Kingdom,484,439.8,,,,,
C562425,7/12/2021 11:41,13685,United Kingdom,600,1170,,,,,
C562438,3/20/2021 13:38:00,16096,United Kingdom,155,320.62,,,,,
C562514,1/9/2021 16:18,16729,United Kingdom,300,346.98,,,,,
C562515,11/30/2021 16:54:00,16101,United Kingdom,-1,-1.65,,,,,
C562522,1/17/2021 15:11:00,13929,United Kingdom,43,412.85,,,,,
C562559,9/29/2021 13:17:00,13886,United Kingdom,126,243.56,,,,,
C562577,7/20/2021 11:50:00,15632,United Kingdom,207,385.57,,,,,
C562582,5/15/2021 15:31:00,17758,United Kingdom,13,25.75,,,,,
C562594,10/31/2021 12:05:00,13983,United Kingdom,125,398.04,,,,,
C562597,10/10/2021 17:00,17552,United Kingdom,-10,-16.5,,,,,
C562613,1/26/2021 14:19:00,17027,United Kingdom,100,191.55,,,,,
C562617,6/11/2021 13:59,15426,United Kingdom,20,44.39,,,,,
C562618,10/2/2021 14:11,13110,United Kingdom,-4,-35.8,,,,,
C562620,6/16/2021 8:16:00,14911,Ireland,268,1012.86,,,,,
C562622,10/1/2021 14:59,15061,United Kingdom,317,404.12,,,,,
C562623,7/1/2021 16:32,13593,United Kingdom,199,559.85,,,,,
C562647,3/17/2021 14:47:00,18198,United Kingdom,286,316.82,,,,,
C562648,10/30/2021 13:18:00,14507,United Kingdom,74,220.89,,,,,
C562651,5/13/2021 10:11:00,15498,United Kingdom,10,19.5,,,,,
C562661,5/13/2021 15:25:00,14194,United Kingdom,207,383.06,,,,,
C562709,9/25/2021 13:39:00,12545,Spain,177,372.24,,,,,
C562726,9/15/2021 12:51:00,17786,United Kingdom,144,163.89,,,,,
C562728,3/23/2021 8:59:00,13092,United Kingdom,-8,-18,,,,,
C562773,11/10/2021 10:14,15706,United Kingdom,-12,-23.4,,,,,
C562786,4/19/2021 12:21:00,14502,United Kingdom,-9,-89.55,,,,,
C562794,3/31/2021 13:49:00,17071,United Kingdom,148,204.78,,,,,
C562795,4/12/2021 10:29,18065,United Kingdom,41,116.39,,,,,
C562796,12/16/2020 12:56:00,,United Kingdom,25,118.34,,,,,
C562797,6/23/2021 10:52:00,17613,United Kingdom,145,308.35,,,,,
C562798,8/3/2021 10:12,17940,United Kingdom,864,181.44,,,,,
C562799,7/8/2021 12:21,17298,United Kingdom,132,107.64,,,,,
C562800,5/24/2021 12:44:00,16086,United Kingdom,-1,-2.08,,,,,
C562801,12/16/2020 18:01:00,15197,United Kingdom,78,556.5,,,,,
C562802,7/29/2021 15:40:00,14854,United Kingdom,143,368.45,,,,,
C562803,5/9/2021 15:17,12616,France,186,457.7,,,,,
C562808,9/29/2021 12:39:00,14524,United Kingdom,79,100.4,,,,,
C562811,9/9/2021 15:11,14895,United Kingdom,29,109.15,,,,,
C562845,5/26/2021 13:13:00,16838,United Kingdom,92,196.73,,,,,
C562848,2/13/2021 12:05:00,17126,United Kingdom,184,302.67,,,,,
C562876,9/22/2021 9:16:00,17466,United Kingdom,133,460.41,,,,,
C562884,7/12/2020 13:22,17675,United Kingdom,236,617.12,,,,,
C562887,6/6/2021 16:01,15108,European Community,3,45,,,,,
C562889,3/17/2021 14:19:00,12937,United Kingdom,192,217.43,,,,,
C562909,9/23/2021 12:16:00,18118,United Kingdom,85,193.64,,,,,
C562910,3/23/2021 13:33:00,12683,France,721,877.88,,,,,
C562911,5/9/2021 15:20,12683,France,-55,-115.47,,,,,
C562915,2/6/2021 9:37,14298,United Kingdom,3280,3056.72,,,,,
C562921,7/31/2021 12:08:00,14472,United Kingdom,63,149.02,,,,,
C562938,4/26/2021 15:26:00,18183,United Kingdom,251,319.27,,,,,
C562943,10/28/2021 14:51:00,,Switzerland,3,11.25,,,,,
C562952,10/27/2021 15:24:00,17677,United Kingdom,258,532.42,,,,,
C562953,9/5/2021 16:59,17218,United Kingdom,110,172.95,,,,,
C562954,7/13/2021 10:30:00,12782,Portugal,354,515.72,,,,,
C562956,11/10/2021 9:05,16422,United Kingdom,438,459.06,,,,,
C562957,5/6/2021 13:13,12681,France,351,709.91,,,,,
C562958,8/21/2021 13:18:00,12518,Germany,187,324.83,,,,,
C562959,6/15/2021 15:12:00,15611,United Kingdom,25,53.91,,,,,
C562961,8/9/2021 10:02,12471,Germany,-1,-18,,,,,
C562962,9/3/2021 10:51,16221,United Kingdom,215,148.63,,,,,
C562969,5/7/2021 15:14,12637,France,321,662.35,,,,,
C562992,3/11/2021 17:53,17076,United Kingdom,183,506.88,,,,,
C563068,4/26/2021 14:37:00,18144,United Kingdom,30,159.1,,,,,
C563072,12/7/2021 8:52,12682,France,77,192.8,,,,,
C563107,1/18/2021 14:24:00,,United Kingdom,-8,-30.7,,,,,
C563197,8/2/2021 12:12,16553,United Kingdom,160,336,,,,,
C563207,11/2/2021 12:36,15044,United Kingdom,264,610.55,,,,,
C563219,12/14/2020 9:56:00,14176,United Kingdom,-2,-2.9,,,,,
C563220,9/9/2021 14:58,16362,United Kingdom,-12,-22.5,,,,,
C563221,3/5/2021 12:51,16029,United Kingdom,-1,-8142.75,,,,,
C563222,7/6/2021 13:10,14711,United Kingdom,70,160.15,,,,,
C563223,7/22/2021 9:01:00,15061,United Kingdom,472,647.92,,,,,
C563224,11/3/2021 15:22,13305,United Kingdom,84,156.6,,,,,
C563225,11/17/2021 8:41:00,17828,Malta,186,743.43,,,,,
C563226,8/3/2021 8:53,15234,United Kingdom,196,197,,,,,
C563232,7/13/2021 14:28:00,18245,United Kingdom,291,330.92,,,,,
C563240,9/12/2020 12:17,12683,France,557,849.2,,,,,
C563249,7/1/2021 9:21,14047,United Kingdom,-2,-9.3,,,,,
C563258,12/5/2021 10:03,18245,United Kingdom,76,161.04,,,,,
C563375,10/24/2021 14:04:00,12940,United Kingdom,-1,-14.95,,,,,
C563433,3/5/2021 10:51,13026,United Kingdom,192,159.36,,,,,
C563446,7/11/2021 15:33,17043,United Kingdom,246,641.36,,,,,
C563459,10/10/2021 13:27,14201,United Kingdom,148,120.3,,,,,
C563483,5/10/2021 13:58,17841,United Kingdom,229,354.13,,,,,
C563535,1/17/2021 11:01:00,12626,Germany,412,1096,,,,,
C563536,5/17/2021 15:34:00,,United Kingdom,107,763.9,,,,,
C563537,5/17/2021 15:26:00,15855,United Kingdom,117,140.31,,,,,
C563553,9/2/2021 10:49,15039,United Kingdom,172,371.6,,,,,
C563554,10/28/2021 17:26:00,16987,United Kingdom,108,381.65,,,,,
C563570,3/15/2021 14:19:00,,United Kingdom,95,662.95,,,,,
C563587,6/15/2021 13:37:00,12415,Australia,15049,22775.93,,,,,
C563591,8/8/2021 11:45,15502,United Kingdom,1905,3315.07,,,,,
C563592,6/29/2021 12:05:00,16966,United Kingdom,-1,-2.75,,,,,
C563593,7/11/2021 16:00,13323,United Kingdom,22,97.7,,,,,
C563595,5/15/2021 13:37:00,16283,United Kingdom,160,277.81,,,,,
C563596,10/26/2021 11:08:00,13644,United Kingdom,483,446.73,,,,,
C563598,6/10/2021 11:42,15910,United Kingdom,133,188.41,,,,,
C563599,2/25/2021 15:21:00,13973,United Kingdom,109,264.7,,,,,
C563600,6/30/2021 17:59:00,12626,Germany,583,814.74,,,,,
C563601,9/30/2021 16:42:00,,United Kingdom,2,8.3,,,,,
C563602,4/4/2021 13:09,12744,Singapore,-1,-2053.07,,,,,
C563603,10/18/2021 11:55:00,14688,United Kingdom,-42,-78.16,,,,,
C563604,12/1/2021 12:31,17841,United Kingdom,107,220.33,,,,,
C563605,12/10/2021 10:20,13520,Switzerland,337,676.37,,,,,
C563606,11/20/2021 13:37:00,16905,United Kingdom,133,161.35,,,,,
C563607,6/6/2021 11:57,15805,United Kingdom,212,130.44,,,,,
C563608,3/11/2021 11:40,17491,United Kingdom,169,360.83,,,,,
C563609,6/1/2021 9:57,13089,United Kingdom,536,730.88,,,,,
C563610,1/12/2020 9:37,14688,United Kingdom,454,444.98,,,,,
C563611,11/23/2021 14:51:00,17017,United Kingdom,228,446.28,,,,,
C563612,6/30/2021 16:43:00,13745,United Kingdom,496,300.04,,,,,
C563655,10/11/2021 14:23,,United Kingdom,84,383.47,,,,,
C563693,11/28/2021 15:35:00,16684,United Kingdom,600,216,,,,,
C563716,5/13/2021 15:26:00,14194,United Kingdom,50,85.36,,,,,
C563751,7/21/2021 18:21:00,17949,United Kingdom,109,833.85,,,,,
C563752,11/10/2021 13:55,,United Kingdom,-2,-73.24,,,,,
C563773,12/7/2021 14:24,,United Kingdom,1,3.95,,,,,
C563838,6/10/2021 14:50,12757,Portugal,1045,1578.87,,,,,
C563856,7/27/2021 15:12:00,,United Kingdom,298,1115.78,,,,,
C563899,9/14/2021 14:19:00,12726,France,438,357.32,,,,,
C563918,12/10/2021 9:38,16652,United Kingdom,48,88.8,,,,,
C563948,5/26/2021 10:25:00,16449,United Kingdom,130,291,,,,,
C564063,9/9/2021 12:02,,United Kingdom,-1,-116.69,,,,,
C564081,9/21/2021 13:34:00,12939,United Kingdom,144,346.32,,,,,
C564084,3/31/2021 17:16:00,14031,United Kingdom,-216,-1170,,,,,
C564094,9/12/2020 15:23,16042,United Kingdom,-5,-24.95,,,,,
C564104,5/15/2021 12:46:00,13183,United Kingdom,228,388.2,,,,,
C564108,11/29/2021 15:06:00,16549,United Kingdom,588,1079.27,,,,,
C564134,11/28/2021 12:55:00,18102,United Kingdom,192,286.08,,,,,
C564138,11/4/2021 16:17,13634,United Kingdom,126,263.41,,,,,
C564142,9/11/2021 13:46,17293,United Kingdom,155,327.3,,,,,
C564183,11/30/2021 10:13:00,13658,United Kingdom,36,107.6,,,,,
C564204,5/20/2021 16:55:00,18008,United Kingdom,200,380,,,,,
C564206,2/18/2021 15:18:00,16191,United Kingdom,-2,-5.5,,,,,
C564207,10/6/2021 9:23,17088,United Kingdom,170,383.28,,,,,
C564208,2/11/2021 12:20,12594,Italy,48,85.92,,,,,
C564209,7/10/2021 11:51,16029,United Kingdom,964,1728,,,,,
C564210,10/10/2021 13:34,13980,United Kingdom,172,200.14,,,,,
C564211,6/13/2021 16:29:00,15838,United Kingdom,388,786.36,,,,,
C564212,7/20/2021 12:05:00,12757,Portugal,457,835.65,,,,,
C564213,7/9/2021 10:36,17573,United Kingdom,177,174.71,,,,,
C564214,8/12/2020 16:00,17340,United Kingdom,-1,-267.12,,,,,
C564215,5/31/2021 15:16:00,16919,United Kingdom,173,317.3,,,,,
C564217,8/22/2021 12:46:00,14560,United Kingdom,4,34,,,,,
C564218,11/25/2021 13:42:00,13860,United Kingdom,105,308.64,,,,,
C564232,10/12/2020 12:00,16062,United Kingdom,124,247.56,,,,,
C564257,4/2/2021 13:47,14462,United Kingdom,-17,-22.57,,,,,
C564276,5/24/2021 14:25:00,18173,United Kingdom,208,452,,,,,
C564279,10/2/2021 13:54,16558,United Kingdom,147,264.03,,,,,
C564281,8/31/2021 12:26:00,17705,United Kingdom,-6,-42.4,,,,,
C564299,10/20/2021 12:24:00,14646,Netherlands,3020,4311.48,,,,,
C564320,7/11/2021 12:10,17857,United Kingdom,500,180,,,,,
C564331,7/27/2021 14:14:00,14305,United Kingdom,581,1044.2,,,,,
C564340,3/28/2021 13:32:00,15624,United Kingdom,54,183.9,,,,,
C564341,9/25/2021 15:56:00,17159,United Kingdom,241,398.22,,,,,
C564362,10/26/2021 10:33:00,16966,United Kingdom,1,3.25,,,,,
C564368,7/27/2021 15:20:00,15261,United Kingdom,270,254.82,,,,,
C564424,11/17/2021 11:10:00,13028,United Kingdom,418,305.38,,,,,
C564426,8/2/2021 15:30,17315,United Kingdom,12,15,,,,,
C564427,3/14/2021 12:51:00,17811,United Kingdom,45,110.84,,,,,
C564478,5/19/2021 16:56:00,14825,United Kingdom,44,140.7,,,,,
C564486,5/27/2021 12:29:00,17345,United Kingdom,16,45.54,,,,,
C564487,7/26/2021 10:29:00,13050,United Kingdom,-6,-8.7,,,,,
C564488,8/24/2021 13:42:00,12662,Germany,178,383.92,,,,,
C564490,3/15/2021 13:49:00,13716,United Kingdom,138,138.28,,,,,
C564491,8/8/2021 12:34,13089,United Kingdom,-2,-6.7,,,,,
C564492,3/10/2021 11:34,17321,United Kingdom,368,659.61,,,,,
C564493,9/19/2021 12:48:00,,United Kingdom,6,8.71,,,,,
C564494,12/14/2020 15:58:00,,United Kingdom,3,20.25,,,,,
C564498,6/11/2021 15:04,15526,United Kingdom,2,19.9,,,,,
C564504,9/18/2021 16:04:00,17073,United Kingdom,197,387.4,,,,,
C564506,5/8/2021 10:31,15128,United Kingdom,262,312.14,,,,,
C564571,4/12/2021 12:44,16033,United Kingdom,206,421.87,,,,,
C564655,5/24/2021 17:26:00,14217,United Kingdom,-4,-23,,,,,
C564711,1/12/2020 9:09,15100,United Kingdom,32,350.4,,,,,
C564730,11/18/2021 9:50:00,12781,Czech Republic,-39,-57.51,,,,,
C564751,2/10/2021 13:44,14970,United Kingdom,85,472.31,,,,,
C564759,7/1/2021 14:22,18179,United Kingdom,223,335.8,,,,,
C564763,6/10/2021 9:45,16422,United Kingdom,158,332.22,,,,,
C564812,9/15/2021 16:26:00,13319,United Kingdom,-6,-11.7,,,,,
C564813,7/25/2021 15:14:00,17705,United Kingdom,114,135,,,,,
C564845,4/7/2021 15:13,13267,United Kingdom,22,49.5,,,,,
C564854,10/5/2021 10:35,16357,United Kingdom,22,137.9,,,,,
C564899,10/26/2021 15:17:00,17974,United Kingdom,114,135.55,,,,,
C564900,9/12/2021 11:58,17315,United Kingdom,-6,-7.5,,,,,
C564903,8/9/2021 13:38,14223,United Kingdom,194,334.54,,,,,
C564905,6/9/2021 14:09,14739,United Kingdom,1604,939.96,,,,,
C564907,8/11/2021 16:15,12395,Belgium,117,243.47,,,,,
C564908,2/22/2021 16:03:00,17841,United Kingdom,116,141.48,,,,,
C564909,4/19/2021 12:41:00,16730,United Kingdom,305,293.92,,,,,
C564911,2/16/2021 10:47:00,14530,United Kingdom,371,698.26,,,,,
C564913,9/20/2021 13:20:00,16327,United Kingdom,402,702.75,,,,,
C564940,6/12/2020 12:34,17596,United Kingdom,530,392.62,,,,,
C564941,2/10/2021 15:18,13379,United Kingdom,309,299.53,,,,,
C564942,4/20/2021 9:31:00,16923,United Kingdom,-1,-2.95,,,,,
C564944,9/8/2021 13:22,16791,United Kingdom,71,224.12,,,,,
C564945,11/1/2021 9:58,14135,United Kingdom,1098,511.46,,,,,
C564947,12/5/2021 19:41,14201,United Kingdom,-6,-29.7,,,,,
C564948,4/11/2021 12:58,13050,United Kingdom,-1,-6.25,,,,,
C564949,5/10/2021 13:00,16359,United Kingdom,216,228.96,,,,,
C564952,5/5/2021 9:18,16700,United Kingdom,447,378.24,,,,,
C564956,10/1/2021 12:02,13672,United Kingdom,-19,-62.13,,,,,
C564960,4/8/2021 18:44,14713,United Kingdom,267,372.24,,,,,
C564964,3/29/2021 13:44:00,,United Kingdom,92,577.93,,,,,
C564971,11/22/2021 16:47:00,16376,United Kingdom,658,874.25,,,,,
C564996,12/7/2021 15:56,15251,United Kingdom,752,757.6,,,,,
C564997,3/8/2021 14:35,17306,United Kingdom,712,611.24,,,,,
C564998,5/31/2021 14:14:00,12790,Netherlands,166,324.92,,,,,
C565001,10/18/2021 11:41:00,13509,United Kingdom,172,176.6,,,,,
C565016,7/22/2021 13:31:00,18161,United Kingdom,70,224.94,,,,,
C565023,10/14/2021 9:04:00,,United Kingdom,584,2733.65,,,,,
C565025,12/13/2020 16:38:00,15777,United Kingdom,113,365.55,,,,,
C565026,3/24/2021 13:23:00,14235,United Kingdom,576,850.31,,,,,
C565044,6/7/2021 16:33,,United Kingdom,649,1799.93,,,,,
C565050,7/1/2021 17:18,,United Kingdom,8,16.8,,,,,
C565077,9/14/2021 15:38:00,13999,United Kingdom,-7,-19.65,,,,,
C565078,3/5/2021 9:44,,United Kingdom,690,3579.67,,,,,
C565085,9/16/2021 12:45:00,12513,France,-6,-25.5,,,,,
C565089,8/30/2021 10:07:00,16126,United Kingdom,546,1862.7,,,,,
C565140,6/11/2021 15:43,17131,United Kingdom,36,113.4,,,,,
C565227,10/11/2021 10:33,14646,Netherlands,1040,1549.12,,,,,
C565229,5/4/2021 10:47,12348,Finland,269,367,,,,,
C565237,3/24/2021 9:21:00,13035,United Kingdom,212,333,,,,,
C565284,6/1/2021 15:42,13656,United Kingdom,113,162.7,,,,,
C565290,10/18/2021 15:07:00,,United Kingdom,1,2.08,,,,,
C565294,6/12/2020 10:53,,United Kingdom,178,351.47,,,,,
C565305,5/13/2021 11:54:00,13798,United Kingdom,406,558.94,,,,,
C565323,5/1/2021 10:45,13798,United Kingdom,886,1209.1,,,,,
C565379,10/23/2021 15:59:00,17111,United Kingdom,302,248.61,,,,,
C565382,6/20/2021 9:35:00,,United Kingdom,2,4.64,,,,,
C565390,11/20/2021 12:11:00,16464,United Kingdom,272,316.43,,,,,
C565402,1/12/2020 11:58,13255,United Kingdom,110,225.7,,,,,
C565403,1/9/2021 9:57,13631,United Kingdom,7,52.5,,,,,
C565422,12/5/2021 10:15,12395,Belgium,83,181.82,,,,,
C565425,12/1/2021 12:40,16554,United Kingdom,-1,-5.95,,,,,
C565428,6/13/2021 16:21:00,13148,United Kingdom,-12,-62.7,,,,,
C565477,3/23/2021 9:42:00,12399,Belgium,364,288.05,,,,,
C565581,1/24/2021 12:08:00,18136,United Kingdom,177,288.99,,,,,
C565582,10/10/2021 9:01,14027,United Kingdom,62,104.82,,,,,
C565615,12/13/2020 14:16:00,17231,United Kingdom,116,232.01,,,,,
C565666,12/5/2021 15:23,17658,United Kingdom,216,317.6,,,,,
C565671,10/16/2021 12:21:00,13034,United Kingdom,253,476.91,,,,,
C565681,8/12/2020 12:11,15750,United Kingdom,20,39,,,,,
C565683,11/23/2021 11:58:00,15189,United Kingdom,144,354,,,,,
C565752,2/12/2020 13:44,17802,United Kingdom,75,100.2,,,,,
C565761,4/21/2021 13:40:00,17381,United Kingdom,1848,721.44,,,,,
C565762,7/1/2021 9:25,16150,United Kingdom,-11,-60.05,,,,,
C565789,9/23/2021 15:12:00,15804,United Kingdom,-12,-23.4,,,,,
C565804,3/8/2021 11:58,17841,United Kingdom,201,264.55,,,,,
C565843,4/10/2021 13:30,16333,United Kingdom,2584,3733,,,,,
C565848,5/19/2021 13:30:00,,Unspecified,149,203.19,,,,,
C565864,2/18/2021 15:45:00,16306,United Kingdom,-2,-5.1,,,,,
C565925,5/20/2021 15:52:00,17867,United Kingdom,291,578.55,,,,,
C565962,6/22/2021 14:24:00,13089,United Kingdom,12,17.4,,,,,
C566007,8/12/2020 13:03,17213,United Kingdom,92,312.9,,,,,
C566011,4/26/2021 17:32:00,14586,United Kingdom,-160,-79.92,,,,,
C566012,11/25/2021 15:47:00,13069,United Kingdom,117,156.09,,,,,
C566036,2/17/2021 14:42:00,13767,United Kingdom,175,277.81,,,,,
C566071,9/26/2021 11:27:00,14808,United Kingdom,-32,-134.8,,,,,
C566078,7/28/2021 9:30:00,15061,United Kingdom,480,650.64,,,,,
C566084,12/14/2020 12:38:00,16191,United Kingdom,360,301.2,,,,,
C566088,11/23/2021 14:05:00,12748,United Kingdom,7,49,,,,,
C566090,4/8/2021 10:45,15061,United Kingdom,580,913.3,,,,,
C566161,5/16/2021 16:41:00,17841,United Kingdom,220,466.28,,,,,
C566165,11/5/2021 14:28,15827,United Kingdom,-9,-80.75,,,,,
C566167,10/5/2021 10:34,13098,United Kingdom,590,1077.4,,,,,
C566168,3/27/2021 11:59:00,18071,United Kingdom,103,194.05,,,,,
C566176,5/24/2021 12:14:00,14527,United Kingdom,35,138.87,,,,,
C566180,11/30/2021 13:08:00,15654,United Kingdom,146,327.51,,,,,
C566181,11/17/2021 13:32:00,15864,United Kingdom,144,152.64,,,,,
C566182,4/18/2021 13:28:00,13157,United Kingdom,-9,-19.65,,,,,
C566183,6/23/2021 18:59:00,16175,United Kingdom,149,269.91,,,,,
C566185,10/2/2021 13:40,15570,United Kingdom,-9,-55.55,,,,,
C566187,1/14/2021 10:16:00,,United Kingdom,69,629.41,,,,,
C566197,9/29/2021 17:36:00,17015,United Kingdom,1153,1045.48,,,,,
C566205,10/27/2021 10:40:00,18154,United Kingdom,153,220.49,,,,,
C566222,10/5/2021 15:09,,United Kingdom,89,642.55,,,,,
C566223,10/8/2021 12:25,17442,United Kingdom,307,521.44,,,,,
C566252,9/6/2021 11:35,16892,United Kingdom,77,102.98,,,,,
C566280,3/5/2021 15:39,,United Kingdom,1,5.95,,,,,
C566313,6/12/2021 12:28,15189,United Kingdom,176,348.72,,,,,
C566423,3/11/2021 12:15,17306,United Kingdom,168,379.92,,,,,
C566445,7/19/2021 13:24:00,16145,United Kingdom,-7,-9.25,,,,,
C566457,5/31/2021 12:05:00,16013,United Kingdom,150,382.5,,,,,
C566458,9/5/2021 12:04,17949,United Kingdom,60,417,,,,,
C566459,10/23/2021 14:33:00,14071,United Kingdom,17,167.95,,,,,
C566460,3/24/2021 9:44:00,17644,United Kingdom,253,442.47,,,,,
C566463,11/11/2021 9:02,16790,United Kingdom,120,138.92,,,,,
C566464,5/12/2021 16:04,17757,United Kingdom,93,189.3,,,,,
C566466,8/6/2021 10:36,16955,United Kingdom,72,163.69,,,,,
C566467,9/10/2021 15:04,16518,United Kingdom,203,293.62,,,,,
C566468,4/3/2021 10:58,14570,United Kingdom,10,50.15,,,,,
C566469,7/25/2021 12:23:00,13520,Switzerland,-3,-120,,,,,
C566470,12/20/2020 15:22:00,14083,United Kingdom,50,112.68,,,,,
C566471,3/16/2021 14:12:00,17961,United Kingdom,22,28.18,,,,,
C566473,11/5/2021 12:58,18118,United Kingdom,95,248.02,,,,,
C566474,7/2/2021 11:58,18118,United Kingdom,-1,-14.95,,,,,
C566475,9/20/2021 10:23:00,17450,United Kingdom,1876,4418,,,,,
C566490,11/23/2021 11:04:00,17010,United Kingdom,-2,-9.9,,,,,
C566578,9/15/2021 14:58:00,16156,United Kingdom,250,680.28,,,,,
C566579,9/6/2021 11:49,,United Kingdom,220,90,,,,,
C566584,7/22/2021 13:29:00,12438,Norway,586,890.07,,,,,
C566614,10/5/2021 11:33,14766,United Kingdom,203,357.15,,,,,
